County,State,B19013001,B19013001s,B23006001,B23006002,B23006003,B23006004,B23006005,B23006006,B23006007,B23006008,B23006009,B23006010,B23006011,B23006012,B23006013,B23006014,B23006015,B23006016,B23006017,B23006018,B23006019,B23006020,B23006021,B23006022,B23006023,B23006024,B23006025,B23006026,B23006027,B23006028,B23006029,B23006001s,B23006002s,B23006003s,B23006004s,B23006005s,B23006006s,B23006007s,B23006008s,B23006009s,B23006010s,B23006011s,B23006012s,B23006013s,B23006014s,B23006015s,B23006016s,B23006017s,B23006018s,B23006019s,B23006020s,B23006021s,B23006022s,B23006023s,B23006024s,B23006025s,B23006026s,B23006027s,B23006028s,B23006029s
Arlington,va,102459,1150.909091,138111,8989,7155,40,7115,6458,657,1834,10606,8537,161,8376,7809,567,2069,16352,13841,485,13356,12832,524,2511,102164,91980,1896,90084,87824,2260,10184,36.96969697,544.8484848,487.8787879,30.3030303,486.6666667,443.030303,129.0909091,174.5454545,494.5454545,476.3636364,58.18181818,471.5151515,461.8181818,117.5757576,181.2121212,563.030303,529.0909091,121.2121212,527.8787879,513.3333333,101.2121212,223.6363636,823.6363636,820.6060606,172.7272727,841.2121212,833.9393939,190.9090909,412.1212121
Augusta,va,50971,1348.484848,40723,5331,2477,0,2477,2298,179,2854,17351,12305,0,12305,11650,655,5046,9377,7640,4,7636,7460,176,1737,8664,7183,11,7172,6991,181,1481,113.9393939,324.8484848,236.3636364,17.57575758,236.3636364,224.8484848,62.42424242,218.1818182,441.2121212,418.7878788,17.57575758,418.7878788,396.3636364,108.4848485,306.6666667,393.9393939,347.2727273,4.242424242,348.4848485,346.6666667,51.51515152,160,475.1515152,423.6363636,10.3030303,421.8181818,409.6969697,72.72727273,164.2424242
Bath,va,51528,2938.787879,2516,291,208,0,208,208,0,83,1183,1031,0,1031,978,53,152,726,641,0,641,623,18,85,316,281,0,281,281,0,35,177.5757576,66.06060606,63.63636364,7.272727273,63.63636364,63.63636364,7.272727273,44.24242424,140,133.9393939,7.272727273,133.9393939,127.2727273,34.54545455,54.54545455,123.030303,123.6363636,7.272727273,123.6363636,121.2121212,16.96969697,33.33333333,107.8787879,106.0606061,7.272727273,106.0606061,106.0606061,7.272727273,23.63636364
Bedford,va,56906,1604.848485,37737,3588,2116,0,2116,1939,177,1472,12392,9067,0,9067,8403,664,3325,11738,9732,25,9707,9149,558,2006,10019,8310,41,8269,8121,148,1709,108.4848485,248.4848485,183.030303,17.57575758,183.030303,173.3333333,51.51515152,161.8181818,436.969697,336.3636364,17.57575758,336.3636364,327.8787879,116.969697,235.7575758,444.2424242,415.7575758,17.57575758,412.1212121,394.5454545,113.9393939,152.7272727,349.6969697,317.5757576,29.09090909,324.8484848,315.1515152,46.06060606,135.1515152
Bland,va,42658,1961.818182,3911,443,26,0,26,26,0,417,1651,919,0,919,844,75,732,1307,920,0,920,904,16,387,510,384,0,384,384,0,126,54.54545455,96.96969697,15.15151515,10.3030303,15.15151515,15.15151515,10.3030303,92.12121212,132.1212121,132.7272727,10.3030303,132.7272727,119.3939394,32.12121212,128.4848485,127.8787879,107.8787879,10.3030303,107.8787879,104.8484848,16.36363636,93.33333333,84.84848485,72.72727273,10.3030303,72.72727273,72.72727273,10.3030303,38.18181818
Botetourt,va,66053,1658.787879,18010,1136,754,0,754,629,125,382,5845,4348,0,4348,4191,157,1497,6349,5153,0,5153,5009,144,1196,4680,4147,0,4147,4020,127,533,71.51515152,115.1515152,107.8787879,15.75757576,107.8787879,95.75757576,57.57575758,69.09090909,275.1515152,260.6060606,15.75757576,260.6060606,247.8787879,46.66666667,146.6666667,253.3333333,244.8484848,15.75757576,244.8484848,241.2121212,53.33333333,121.8181818,256.3636364,243.030303,15.75757576,243.030303,235.1515152,59.39393939,84.24242424
Brunswick,va,33859,1658.787879,9269,2372,975,0,975,898,77,1397,3093,1573,0,1573,1470,103,1520,2636,1951,0,1951,1876,75,685,1168,865,0,865,806,59,303,17.57575758,229.0909091,136.969697,11.51515152,136.969697,136.969697,27.87878788,198.1818182,184.8484848,161.8181818,11.51515152,161.8181818,166.0606061,33.33333333,178.7878788,212.1212121,196.969697,11.51515152,196.969697,193.9393939,29.09090909,100,126.0606061,114.5454545,11.51515152,114.5454545,109.6969697,27.87878788,73.93939394
Buchanan,va,29821,1507.272727,13687,3612,809,0,809,627,182,2803,4777,2427,0,2427,2279,148,2350,4189,2541,0,2541,2276,265,1648,1109,806,0,806,764,42,303,41.21212121,228.4848485,130.9090909,13.93939394,130.9090909,98.18181818,80,196.969697,261.8181818,191.5151515,13.93939394,191.5151515,188.4848485,53.93939394,177.5757576,259.3939394,207.2727273,13.93939394,207.2727273,216.3636364,93.93939394,180.6060606,149.6969697,123.030303,13.93939394,123.030303,117.5757576,23.03030303,58.78787879
Buckingham,va,37843,2393.939394,10098,2727,671,0,671,500,171,2056,4000,1848,2,1846,1803,43,2152,1932,937,0,937,855,82,995,1439,1153,0,1153,1143,10,286,77.57575758,256.969697,173.3333333,11.51515152,173.3333333,129.6969697,75.75757576,326.0606061,240,222.4242424,2.424242424,221.8181818,216.969697,21.21212121,163.6363636,196.3636364,162.4242424,11.51515152,162.4242424,152.1212121,38.18181818,133.9393939,177.5757576,170.3030303,11.51515152,170.3030303,170.9090909,11.51515152,61.21212121
Campbell,va,45432,1495.151515,28718,3502,1832,0,1832,1593,239,1670,9945,7400,0,7400,7044,356,2545,10039,8356,15,8341,7865,476,1683,5232,4414,0,4414,4285,129,818,113.9393939,309.0909091,219.3939394,17.57575758,219.3939394,204.2424242,69.6969697,178.1818182,396.969697,367.2727273,17.57575758,367.2727273,363.6363636,96.36363636,204.8484848,420,409.6969697,10.3030303,408.4848485,389.6969697,111.5151515,228.4848485,295.1515152,265.4545455,17.57575758,265.4545455,254.5454545,44.84848485,126.6666667
Caroline,va,58044,2130.30303,15652,2142,1328,0,1328,1002,326,814,5894,4750,26,4724,4295,429,1144,4835,3979,37,3942,3720,222,856,2781,2487,57,2430,2292,138,294,101.8181818,195.1515152,159.3939394,13.93939394,159.3939394,110.9090909,92.72727273,113.3333333,250.3030303,261.2121212,26.66666667,262.4242424,268.4848485,81.81818182,117.5757576,249.0909091,224.8484848,22.42424242,224.2424242,219.3939394,61.21212121,118.7878788,212.7272727,216.969697,47.87878788,221.2121212,224.8484848,48.48484848,57.57575758
Carroll,va,33600,1604.848485,16076,3205,1781,0,1781,1479,302,1424,5792,4439,0,4439,4129,310,1353,5136,4023,28,3995,3728,267,1113,1943,1438,4,1434,1405,29,505,113.3333333,226.6666667,205.4545455,13.93939394,205.4545455,184.8484848,84.24242424,149.0909091,302.4242424,265.4545455,13.93939394,265.4545455,258.7878788,84.84848485,150.9090909,346.0606061,256.3636364,23.03030303,258.1818182,259.3939394,66.66666667,178.7878788,205.4545455,164.8484848,4.242424242,164.8484848,161.8181818,20.60606061,99.39393939
Charles City,va,48208,1960.606061,4153,778,406,0,406,373,33,372,1763,1410,0,1410,1296,114,353,983,785,3,782,696,86,198,629,493,0,493,491,2,136,38.18181818,67.87878788,53.33333333,10.3030303,53.33333333,50.90909091,15.15151515,61.21212121,83.63636364,72.12121212,10.3030303,72.12121212,72.72727273,23.03030303,42.42424242,63.03030303,60,3.03030303,60,61.21212121,27.87878788,32.72727273,74.54545455,60.60606061,10.3030303,60.60606061,61.21212121,3.03030303,35.15151515
Charlotte,va,33562,2209.090909,6347,1187,675,0,675,536,139,512,2235,1635,0,1635,1495,140,600,1916,1497,16,1481,1393,88,419,1009,809,1,808,787,21,200,50.3030303,152.1212121,113.9393939,11.51515152,113.9393939,101.8181818,56.36363636,105.4545455,159.3939394,139.3939394,11.51515152,139.3939394,125.4545455,64.24242424,89.6969697,146.0606061,144.2424242,14.54545455,144.2424242,144.2424242,29.6969697,76.96969697,125.4545455,107.8787879,1.212121212,107.2727273,107.2727273,14.54545455,49.09090909
Chesterfield,va,72363,713.9393939,173965,15837,10562,11,10551,8926,1625,5275,38454,29709,75,29634,27357,2277,8745,53191,44745,473,44272,42275,1997,8446,66483,58032,432,57600,56044,1556,8451,78.18181818,536.3636364,412.7272727,10.90909091,412.1212121,381.2121212,204.8484848,305.4545455,737.5757576,627.2727273,27.87878788,626.0606061,601.2121212,207.2727273,325.4545455,882.4242424,863.030303,93.33333333,859.3939394,873.3333333,160,366.6666667,799.3939394,750.9090909,74.54545455,749.6969697,751.5151515,165.4545455,318.7878788
Clarke,va,80186,5710.909091,7766,614,486,0,486,394,92,128,1921,1611,0,1611,1511,100,310,2501,2039,0,2039,1950,89,462,2730,2281,0,2281,2242,39,449,53.33333333,113.9393939,94.54545455,11.51515152,94.54545455,81.21212121,41.21212121,40.60606061,180.6060606,169.0909091,11.51515152,169.0909091,167.8787879,40,58.18181818,171.5151515,159.3939394,11.51515152,159.3939394,153.9393939,40,73.33333333,196.969697,175.1515152,11.51515152,175.1515152,176.969697,23.03030303,86.66666667
Craig,va,47691,3961.212121,2875,322,211,0,211,211,0,111,1129,738,0,738,672,66,391,1018,826,0,826,781,45,192,406,353,0,353,353,0,53,158.1818182,96.36363636,69.6969697,10.3030303,69.6969697,69.6969697,10.3030303,63.63636364,147.8787879,156.3636364,10.3030303,156.3636364,142.4242424,46.06060606,107.8787879,132.7272727,120.6060606,10.3030303,120.6060606,123.6363636,32.72727273,61.21212121,105.4545455,106.6666667,10.3030303,106.6666667,106.6666667,10.3030303,30.3030303
Culpeper,va,65567,1995.151515,25651,3612,2190,0,2190,1951,239,1422,8701,6480,0,6480,6105,375,2221,7463,5932,14,5918,5624,294,1531,5875,4973,0,4973,4901,72,902,145.4545455,304.8484848,255.7575758,15.75757576,255.7575758,227.8787879,78.18181818,164.8484848,362.4242424,309.0909091,15.75757576,309.0909091,312.1212121,87.27272727,204.2424242,363.030303,337.5757576,13.93939394,336.969697,325.4545455,76.96969697,150.3030303,323.030303,304.2424242,15.75757576,304.2424242,300,34.54545455,126.0606061
Cumberland,va,43137,5380.606061,4994,782,327,0,327,254,73,455,2057,1448,0,1448,1272,176,609,1336,1173,0,1173,1156,17,163,819,711,0,711,711,0,108,110.9090909,121.2121212,81.81818182,10.3030303,81.81818182,70.3030303,42.42424242,97.57575758,156.969697,150.9090909,10.3030303,150.9090909,154.5454545,46.06060606,104.2424242,149.0909091,129.6969697,10.3030303,129.6969697,126.0606061,13.33333333,64.84848485,149.6969697,136.3636364,10.3030303,136.3636364,136.3636364,10.3030303,43.03030303
Dickenson,va,32622,1047.878788,8706,2099,578,0,578,517,61,1521,3316,1817,0,1817,1768,49,1499,2417,1487,0,1487,1353,134,930,874,707,0,707,660,47,167,21.81818182,180,98.18181818,11.51515152,98.18181818,87.27272727,36.96969697,163.030303,186.6666667,158.7878788,11.51515152,158.7878788,155.1515152,26.66666667,139.3939394,160,129.6969697,11.51515152,129.6969697,116.969697,56.36363636,106.6666667,107.2727273,89.6969697,11.51515152,89.6969697,89.09090909,21.81818182,43.63636364
Dinwiddie,va,51582,1376.363636,15069,2445,1166,0,1166,959,207,1279,6219,4803,32,4771,4502,269,1416,4035,3085,23,3062,2851,211,950,2370,1966,0,1966,1886,80,404,83.63636364,190.9090909,150.9090909,13.93939394,150.9090909,145.4545455,59.39393939,201.2121212,282.4242424,290.9090909,21.21212121,290.3030303,275.7575758,71.51515152,161.8181818,239.3939394,225.4545455,12.72727273,226.6666667,227.8787879,58.78787879,116.969697,247.2727273,210.3030303,13.93939394,210.3030303,191.5151515,51.51515152,126.0606061
Essex,va,42446,2523.030303,5627,1012,731,0,731,657,74,281,2172,1849,0,1849,1703,146,323,1679,1302,7,1295,1241,54,377,764,541,0,541,535,6,223,59.39393939,110.9090909,98.18181818,11.51515152,98.18181818,99.39393939,32.72727273,54.54545455,130.9090909,132.1212121,11.51515152,132.1212121,147.8787879,55.15151515,53.93939394,144.8484848,126.0606061,8.484848485,124.8484848,123.030303,24.24242424,67.27272727,96.36363636,70.3030303,11.51515152,70.3030303,72.12121212,6.060606061,50.90909091
Fairfax,va,109383,688.4848485,629145,49778,39526,0,39526,36168,3358,10252,76825,62598,385,62213,58014,4199,14227,126407,105582,2665,102917,98430,4487,20825,376135,328289,7826,320463,311432,9031,47846,51.51515152,1220,1132.121212,17.57575758,1132.121212,1064.242424,287.8787879,413.9393939,1289.090909,1190.30303,92.12121212,1191.515152,1110.30303,328.4848485,462.4242424,1595.151515,1487.272727,214.5454545,1486.666667,1413.333333,268.4848485,560,2157.575758,1970.909091,403.6363636,1973.939394,1969.090909,368.4848485,813.3333333
Fauquier,va,88687,2160,35846,2555,1844,0,1844,1575,269,711,10076,7981,0,7981,7446,535,2095,11414,9729,82,9647,9225,422,1685,11801,9980,66,9914,9655,259,1821,112.7272727,236.3636364,180.6060606,17.57575758,180.6060606,155.1515152,102.4242424,130.3030303,446.0606061,367.8787879,17.57575758,367.8787879,354.5454545,110.9090909,216.3636364,428.4848485,399.3939394,56.36363636,401.2121212,392.1212121,84.84848485,153.3333333,406.0606061,377.5757576,27.87878788,378.1818182,375.7575758,47.27272727,167.8787879
Floyd,va,44038,2077.575758,8230,1003,646,0,646,569,77,357,2940,2334,0,2334,2113,221,606,2470,2055,10,2045,1932,113,415,1817,1457,0,1457,1377,80,360,76.96969697,153.9393939,132.7272727,11.51515152,132.7272727,120.6060606,47.87878788,89.6969697,186.0606061,174.5454545,11.51515152,174.5454545,180.6060606,75.75757576,100.6060606,208.4848485,196.3636364,10.90909091,195.7575758,184.8484848,51.51515152,90.3030303,190.3030303,176.969697,11.51515152,176.969697,166.0606061,45.45454545,83.63636364
Fluvanna,va,71181,3275.757576,14338,1886,765,0,765,586,179,1121,4165,3142,0,3142,3020,122,1023,4367,3595,42,3553,3444,109,772,3920,3394,36,3358,3278,80,526,90.90909091,220,143.6363636,13.93939394,143.6363636,106.6666667,67.27272727,156.969697,212.7272727,203.6363636,13.93939394,203.6363636,201.8181818,36.36363636,109.6969697,253.9393939,241.2121212,37.57575758,238.7878788,237.5757576,42.42424242,91.51515152,224.8484848,217.5757576,21.81818182,223.6363636,218.7878788,40,85.45454545
Franklin,va,45049,1277.575758,29886,3985,2085,0,2085,1856,229,1900,10623,7561,0,7561,7085,476,3062,9579,7283,0,7283,6609,674,2296,5699,4730,0,4730,4535,195,969,131.5151515,304.2424242,215.1515152,17.57575758,215.1515152,196.969697,67.87878788,173.9393939,443.6363636,388.4848485,17.57575758,388.4848485,370.9090909,93.93939394,246.6666667,410.9090909,347.2727273,17.57575758,347.2727273,332.7272727,114.5454545,246.0606061,386.6666667,356.3636364,17.57575758,356.3636364,334.5454545,70.3030303,126.6666667
Frederick,va,67694,2146.060606,42903,4746,3235,0,3235,2874,361,1511,12962,10347,20,10327,9638,689,2615,13140,10858,29,10829,10401,428,2282,12055,10336,48,10288,10027,261,1719,164.2424242,283.6363636,273.9393939,17.57575758,273.9393939,243.030303,104.8484848,152.1212121,502.4242424,426.0606061,16.36363636,424.2424242,399.3939394,98.78787879,218.1818182,449.6969697,385.4545455,21.81818182,384.8484848,387.8787879,77.57575758,256.3636364,413.9393939,429.0909091,30.90909091,430.3030303,419.3939394,72.12121212,184.2424242
Giles,va,45231,1893.333333,9086,1530,637,0,637,505,132,893,3156,2351,0,2351,2121,230,805,2803,2120,6,2114,2031,83,683,1597,1401,0,1401,1384,17,196,36.96969697,188.4848485,113.9393939,11.51515152,113.9393939,107.8787879,52.12121212,127.2727273,209.6969697,196.969697,11.51515152,196.969697,188.4848485,56.36363636,96.96969697,144.2424242,140.6060606,5.454545455,140.6060606,132.7272727,30.90909091,92.12121212,136.3636364,136.969697,11.51515152,136.969697,135.7575758,10.3030303,43.63636364
Gloucester,va,60752,2110.909091,20352,1742,1140,0,1140,969,171,602,6803,5346,110,5236,4867,369,1457,7489,5980,257,5723,5570,153,1509,4318,3531,49,3482,3352,130,787,67.87878788,174.5454545,130.9090909,15.75757576,130.9090909,118.7878788,61.81818182,97.57575758,373.9393939,367.2727273,51.51515152,362.4242424,328.4848485,97.57575758,152.7272727,328.4848485,286.0606061,84.84848485,280,282.4242424,52.12121212,198.7878788,315.7575758,286.6666667,26.66666667,287.2727273,283.6363636,41.81818182,145.4545455
Goochland,va,82683,3793.939394,12660,1589,361,0,361,310,51,1228,3292,1810,0,1810,1705,105,1482,2880,2010,0,2010,1949,61,870,4899,3960,0,3960,3844,116,939,52.12121212,146.6666667,81.21212121,13.93939394,81.21212121,64.84848485,33.33333333,136.3636364,205.4545455,150.9090909,13.93939394,150.9090909,151.5151515,38.78787879,129.0909091,180.6060606,167.8787879,13.93939394,167.8787879,168.4848485,23.63636364,116.3636364,229.0909091,206.0606061,13.93939394,206.0606061,201.8181818,44.84848485,107.8787879
Grayson,va,31931,1736.363636,8300,1584,751,0,751,688,63,833,3347,2311,0,2311,2140,171,1036,2319,1766,0,1766,1712,54,553,1050,792,0,792,783,9,258,30.90909091,120.6060606,95.75757576,11.51515152,95.75757576,95.15151515,24.84848485,92.72727273,155.1515152,162.4242424,11.51515152,162.4242424,153.3333333,57.57575758,107.8787879,174.5454545,148.4848485,11.51515152,148.4848485,146.6666667,26.66666667,98.78787879,132.7272727,100,11.51515152,100,99.39393939,6.060606061,70.3030303
Greene,va,58804,2972.727273,10031,1528,1122,0,1122,1023,99,406,3241,2710,0,2710,2625,85,531,2899,2328,18,2310,2278,32,571,2363,1976,72,1904,1877,27,387,80.60606061,193.3333333,189.0909091,11.51515152,189.0909091,180,52.72727273,93.33333333,234.5454545,213.3333333,11.51515152,213.3333333,216.969697,38.78787879,108.4848485,240.6060606,212.7272727,18.18181818,213.9393939,216.3636364,23.63636364,108.4848485,227.2727273,195.1515152,34.54545455,191.5151515,190.9090909,16.96969697,78.18181818
Greensville,va,38423,3140,7401,1941,514,0,514,430,84,1427,3183,1403,0,1403,1261,142,1780,1685,914,0,914,879,35,771,592,431,0,431,402,29,161,67.27272727,175.1515152,123.6363636,11.51515152,123.6363636,98.18181818,40,180,256.3636364,322.4242424,11.51515152,322.4242424,294.5454545,71.51515152,330.3030303,123.6363636,184.2424242,11.51515152,184.2424242,169.6969697,27.87878788,164.2424242,104.8484848,87.27272727,11.51515152,87.27272727,86.06060606,19.39393939,62.42424242
Halifax,va,35191,1513.939394,18538,3314,1514,0,1514,1263,251,1800,6466,4346,0,4346,3956,390,2120,5794,4712,15,4697,4316,381,1082,2964,2505,0,2505,2471,34,459,47.27272727,235.7575758,147.8787879,15.75757576,147.8787879,129.0909091,70.3030303,201.8181818,280.6060606,235.7575758,15.75757576,235.7575758,228.4848485,78.78787879,201.8181818,299.3939394,286.0606061,16.96969697,287.2727273,246.6666667,81.81818182,127.8787879,230.3030303,206.6666667,15.75757576,206.6666667,204.2424242,20.60606061,100
Hanover,va,76719,1181.818182,53799,2886,2077,0,2077,1812,265,809,13735,10594,13,10581,9982,599,3141,16824,13968,25,13943,13333,610,2856,20354,18214,48,18166,17618,548,2140,87.87878788,228.4848485,181.2121212,17.57575758,181.2121212,173.3333333,75.75757576,93.93939394,380,312.7272727,13.33333333,316.969697,306.0606061,75.75757576,216.969697,420.6060606,423.030303,16.96969697,418.1818182,396.969697,97.57575758,232.7272727,446.0606061,442.4242424,24.84848485,438.1818182,458.7878788,86.06060606,160
Henrico,va,61300,633.3333333,169936,14544,9964,0,9964,9000,964,4580,35507,28829,27,28802,26117,2685,6678,48133,40886,92,40794,38067,2727,7247,71752,61992,113,61879,59742,2137,9760,61.81818182,525.4545455,441.8181818,17.57575758,441.8181818,436.3636364,170.9090909,266.0606061,650.9090909,613.3333333,13.93939394,613.3333333,604.2424242,270.3030303,368.4848485,760,715.7575758,42.42424242,720,699.3939394,240.6060606,336.3636364,823.6363636,815.1515152,37.57575758,820,807.8787879,185.4545455,373.9393939
Henry,va,34373,724.8484848,28318,5244,2613,0,2613,2257,356,2631,9886,6994,31,6963,6075,888,2892,9806,7966,10,7956,7196,760,1840,3382,2880,6,2874,2770,104,502,92.12121212,322.4242424,224.2424242,17.57575758,224.2424242,204.8484848,68.48484848,212.7272727,372.1212121,314.5454545,27.87878788,320,292.7272727,147.2727273,230.3030303,390.3030303,365.4545455,9.090909091,364.8484848,355.1515152,127.8787879,171.5151515,214.5454545,199.3939394,5.454545455,199.3939394,199.3939394,33.33333333,91.51515152
Highland,va,50136,5118.787879,1257,232,119,0,119,114,5,113,415,336,0,336,327,9,79,282,222,0,222,222,0,60,328,281,0,281,276,5,47,79.39393939,55.75757576,35.15151515,7.272727273,35.15151515,35.15151515,4.848484848,33.33333333,63.63636364,60.60606061,7.272727273,60.60606061,60.60606061,7.878787879,33.93939394,50.3030303,50.3030303,7.272727273,50.3030303,50.3030303,7.272727273,20,50.3030303,51.51515152,7.272727273,51.51515152,51.51515152,4.242424242,15.75757576
Isle of Wight,va,64491,1638.787879,19618,2150,1380,0,1380,1219,161,770,5307,4126,5,4121,3861,260,1181,6625,5414,201,5213,4928,285,1211,5536,4670,240,4430,4313,117,866,24.24242424,195.1515152,136.3636364,15.75757576,136.3636364,138.1818182,40.60606061,124.2424242,258.1818182,233.3333333,6.060606061,232.1212121,223.030303,63.03030303,116.969697,312.1212121,290.9090909,58.18181818,292.1212121,287.8787879,72.72727273,133.3333333,257.5757576,225.4545455,60.60606061,234.5454545,242.4242424,41.21212121,106.6666667
